term,gerry_brownlee_time_high_paper_bank_buildings,insurance_chief_executive_companies_commission_recent_ami,red_zone_people_house_land_areas_report,people_buildings_labelled_representing_heading_broken_rubble,buildings_city_heritage_notes_speaks_cbd_sep,city_community_people_central_plan_district_cbd,river_pike_south_disaster_island_zealand_year,community_lyttelton_local_damage_describes_aftermath_process,version_words_cathedral_word_portaloo_damage_zealand,house_rebuild_eqc_city_insurance_woman_land,council_city_newspaper_marryatt_tony_people_woman,world_rugby_cup_frame_school_children_students,magnitude_city_caused_damage_big_aftershocks_year,people_aftershocks_ring_ken_called_moon_continuing,brownlee_john_key_government_gerry_prime_finance,party_jersey_team_centre_zealand_asks_news,mayor_bob_parker_cera_people_local_response
pupils,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
radiation,2.41440919407021e-05,0.000745963023636789,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00461347778185824,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
range,0.00123134868897581,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000785576504262336,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00209248363304881,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
ready,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00241811913426547,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00309312138965136,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
reality,2.41440919407021e-05,0.000745963023636789,1.5535669898086e-05,0.00197775514999608,0.000785576504262336,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
recalls,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00603104425969532,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
record,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00346584649283878,1.72657895645568e-05,0.00209248363304881,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
records,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
reference,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00542491570848102,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
reinforced,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00156337502333396,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
resources,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00471631704913417,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,0.000804188085401621,3.03785163132633e-05,1.97168658070113e-05
restore,0.00606016707711623,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
returned,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00433371318070375,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
risks,2.41440919407021e-05,0.00293997191668617,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00105660064639098,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
roles,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,0.00494893331755984
rolling,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,0.00461347778185824,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
row,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,0.00461347778185824,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
rubbish,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00542491570848102,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sales,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00603104425969532,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sam,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,0.00762500759462908,1.97168658070113e-05
san,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00135934751319367,2.29526257803893e-05,1.72657895645568e-05,0.00416424960636446,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
schemes,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,0.00603104425969532,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
search,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00542491570848102,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
severe,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,0.00099866844207723,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,0.00434425520878361,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
severely,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,1.95817341583771e-05,7.7779851907162e-06,0.0023698906565301,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sewerage,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00312836661970664,0.0020689090089721,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
silence,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
silt,2.41440919407021e-05,1.46267259536625e-05,0.00156910265970669,1.95817341583771e-05,7.7779851907162e-06,0.0023698906565301,2.39417736065888e-05,2.40280647796626e-05,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
simply,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
skeptics,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00514154615100987,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
society,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00514154615100987,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
soil,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
solid,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.0020689090089721,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sound,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00156337502333396,0.00119667746022807,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
spite,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00514154615100987,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
spotlights,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.0058895302454362,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
start,0.00364575788304602,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00241811913426547,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
started,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00600938517525378,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
status,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
steve,2.41440919407021e-05,1.46267259536625e-05,0.00156910265970669,1.95817341583771e-05,0.00117447576379815,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
stir,0.00485296248008112,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,0.00104469662829284,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
struggle,2.41440919407021e-05,1.46267259536625e-05,0.00234588615461099,0.00197775514999608,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
suburb,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.0023698906565301,0.00122103045393603,0.00242683454274593,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
suggestions,2.41440919407021e-05,0.00293997191668617,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,0.00122103045393603,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
sumner,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.000396677244726526,2.34642639260406e-05,2.39417736065888e-05,0.00362823778172906,0.00110227370969136,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
tanker,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,0.00520013259302229,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
terror,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,0.00535742843435151,2.29526257803893e-05,0.000880555267792396,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
things,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,0.00354310385283214,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00174384474602024,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
thought,2.41440919407021e-05,1.46267259536625e-05,0.00389945314441959,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
ticket,2.41440919407021e-05,0.00147729932131992,1.5535669898086e-05,1.95817341583771e-05,7.7779851907162e-06,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,0.00260713422424808,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
timeline,2.41440919407021e-05,1.46267259536625e-05,1.5535669898086e-05,1.95817341583771e-05,0.00195227428286977,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
tips,2.41440919407021e-05,0.00220863561900304,1.5535669898086e-05,0.00099866844207723,0.000396677244726526,2.34642639260406e-05,2.39417736065888e-05,2.40280647796626e-05,2.16132099939483e-05,2.6653872807719e-05,2.29526257803893e-05,1.72657895645568e-05,2.07176597331565e-05,2.04842476135852e-05,1.57683938314043e-05,3.03785163132633e-05,1.97168658070113e-05
